"target"	"id"	"tokid"	"row"	"annotator"	"date"	"token"	"item"	"correct"	"mispronunciation"	"meaning"	"comment"	"file"	"int"	"on"	"off"	"cor"	"mp"	"outfile"	"rand"	"nb"	"rep"	"attempt"	"rown"	"included"	"Age"	"Sex"	"birthOrder"	"familyID"	"notes_familyID"	"monolingual"	"matEd"	"Cond"	"Date"	"Time"	"File"	"fastcode"	"fullcode"	"Notes"	"notes_demo"	"Where"	"Village"	"age.rounded"	"type"	"target_ortho"	"phono"	"ortho1"	"ortho2"	"ortho3"	"ortho4"	"ortho5"	"ortho6"	"ortho7"	"ortho8"	"avg_fr"	"avg_fr_cor"	"avg_fr_cor_ty"	"mp_uni"	"target_uni"	"nonfluent"	"tarlen"	"trafos"	"nchar"	"sub"	"del"	"ins"	"ld"	"nld"	"phon_score"
"mituye"	"c77"	"mituye 14"	700	"DY"	"16-Sep-19"	14	"mituye"	1	NA	NA	""	"180101_0032S12_ch1"	46	119.382	120.368	NA	NA	"pairs/mituye_c77_1.wav"	"0,490898274"	14	"1"	"first"	8	"yes"	7	"B"	5	"11"	"old_familyID"	"yes"	6	"4b"	20190827	""	"180101_0032S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	7.8	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	NA	"mituye"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c81"	"mituye 13"	699	"DY"	"16-Sep-19"	13	"mituye"	1	NA	NA	""	"180101_0036S12_ch1"	73	291.14	292.489	NA	NA	"pairs/mituye_c81_1.wav"	"0,415823577"	13	"1"	"first"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	NA	"mituye"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c107"	"mituye 4"	690	"DY"	"16-Sep-19"	4	"mituye"	1	NA	NA	""	"190829_0063S12_ch1"	76	265.677	266.848	NA	NA	"pairs/mituye_c107_1.wav"	"0,130232861"	4	"1"	"first"	39	"yes"	7	"B"	1	"30"	"old_familyID"	"yes"	10	"16b"	20190829	"ended 15:41"	"190829_0063S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.6	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	NA	"mituye"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c122"	"mituye 3"	689	"DY"	"16-Sep-19"	3	"mituye"	1	NA	NA	""	"190830_0081S12_ch1"	44	167.09	168.297	NA	NA	"pairs/mituye_c122_1.wav"	"0,113130095"	3	"1"	"first"	54	"yes"	6	"B"	NA	"k c122"	"not_found"	"yes"	6	"2b"	20190830	"end 14:59"	"190830_0081S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	6.9	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	NA	"mituye"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c116"	"mituye 25"	711	"DY"	"16-Sep-19"	25	"mituye"	1	"mi--tu--ye"	NA	"the right syllables, but with spaces"	"190830_0072S12_ch1"	58	228.984	230.322	NA	NA	"pairs/mituye_c116_1.wav"	"0,680879829"	25	"1"	"first"	48	"yes"	8	"G"	NA	"k c116"	"not_found"	"yes"	10	"19a"	20190830	"ended 14:02"	"190830_0072S12"	"names"	""	"NOTE: REUSED 19A BY MISTAKE"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	8.5	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	"mituye"	"mituye"	1	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c115"	"mituye 26"	712	"DY"	"16-Sep-19"	26	"mituye"	0	"mi--tu--ya"	"0"	""	"190830_0071S12_ch1"	70	280.405	281.676	NA	NA	"pairs/mituye_c115_1.wav"	"0,693520955"	26	"1"	"first"	47	"yes"	7	"B"	NA	"k c115"	"not_found"	"yes"	8	"19a"	20190830	"13:52"	"190830_0071S12"	"names"	""	"EE last word not played"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	"mituya"	"mituye"	1	6	"MMMMMS"	6	1	0	0	1	0.166666666666667	0.833333333333333
"mituye"	"c109"	"mituye 16"	702	"DY"	"16-Sep-19"	16	"mituye"	1	NA	NA	""	"190829_0065S12_ch1"	56	189.988	191.171	NA	NA	"pairs/mituye_c109_1.wav"	"0,54424584"	16	"1"	"first"	41	"yes"	5	"B"	NA	"k c109"	"not_found"	"no"	10	"17b"	20190829	"15:50"	"190829_0065S12"	"names"	""	""	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	5.6	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	NA	"mituye"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"mituye"	"c90"	"mituye 17"	703	"DY"	"16-Sep-19"	17	"mituye"	0	"mituya"	"0"	""	"180102_0045S12_ch1"	72	208.793	210.416	NA	NA	"pairs/mituye_c90_1.wav"	"0,572273405"	17	"1"	"first"	21	"yes"	7	"G"	3	"18"	"old_familyID"	"yes"	8	"11a"	20190828	"11:41"	"180101_0045S12"	"names"	""	""	""	"in house"	"Village#2"	7.3	"3"	"mituye"	"mitujɛ"	"m"	"i"	"t"	"u"	"y"	"e"	NA	NA	78.5	-3.21774598344874	-3.17183831855567	"mituya"	"mituye"	NA	6	"MMMMMS"	6	1	0	0	1	0.166666666666667	0.833333333333333
"nademo"	"c110"	"nademo 11"	726	"DY"	"17-Sep-19"	11	"nademo"	1	NA	NA	""	"190829_0066S12_ch1"	64	247.507	249.079	NA	NA	"pairs/nademo_c110_1.wav"	"0,402487486"	11	"1"	"first"	42	"yes"	5	"B"	1	"33"	"old_familyID"	"yes"	8	"18a"	20190829	"ended 16:03"	"190829_0066S12"	"names"	""	"weird weak articulations"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	5.2	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c106"	"nademo 23"	738	"DY"	"17-Sep-19"	23	"nademo"	1	NA	NA	""	"190829_0062S12_ch1"	62	231.875	233.414	NA	NA	"pairs/nademo_c106_1.wav"	"0,929536597"	23	"1"	"first"	38	"yes"	7	"B"	1	"36"	"old_familyID"	"yes"	8	"16a"	20190829	"15:34"	"190829_0062S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.2	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c120"	"nademo 24"	739	"DY"	"17-Sep-19"	24	"nademo"	1	NA	NA	""	"190830_0079S12_ch1"	84	242.965	244.203	NA	NA	"pairs/nademo_c120_1.wav"	"0,989282845"	24	"1"	"first"	52	"yes"	8	"B"	NA	"k c120"	"not_found"	"yes"	8	"5a"	20190830	"14:42"	"190830_0079S12"	"names"	""	"EE skip error"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c71"	"nademo 10"	725	"DY"	"17-Sep-19"	10	"nademo"	0	"enade--mo"	"0"	""	"190825_0022_ch1"	72	189.204	190.808	NA	NA	"pairs/nademo_c71_4.wav"	"0,392602338"	10	"4"	"subsequent"	2	"yes"	5	"G"	4	"3"	"old_familyID"	"no"	10	"2a"	20190826	"15:40"	"190825_0022"	NA	"yes"	"sib to c72"	""	"in house"	"Village#1"	5.8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	"enademo"	"ńademo"	1	6	"SDMMMMM"	7	1	1	0	2	0.285714285714286	0.714285714285714
"nademo"	"c81"	"nademo 15"	730	"DY"	"17-Sep-19"	15	"nademo"	1	NA	NA	""	"180101_0036S12_ch1"	61	260.951	262.514	NA	NA	"pairs/nademo_c81_1.wav"	"0,566934235"	15	"1"	"first"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c110"	"nademo 7"	722	"DY"	"17-Sep-19"	7	"nademo"	1	NA	NA	""	"190829_0066S12_ch1"	66	251.989	253.494	NA	NA	"pairs/nademo_c110_2.wav"	"0,279934207"	7	"2"	"subsequent"	42	"yes"	5	"B"	1	"33"	"old_familyID"	"yes"	8	"18a"	20190829	"ended 16:03"	"190829_0066S12"	"names"	""	"weird weak articulations"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	5.2	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c118"	"nademo 22"	737	"DY"	"17-Sep-19"	22	"nademo"	1	NA	NA	""	"190830_0075S12_ch1"	54	278.723	279.612	NA	NA	"pairs/nademo_c118_1.wav"	"0,902171693"	22	"1"	"first"	50	"yes"	5	"B"	NA	"k c118"	"not_found"	"yes"	6	"20b"	20190830	"14:17"	"190830_0075S12"	"names"	""	"€pparent refusal but restarted and ok, except for EE skip"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	5.3	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c123"	"nademo 2"	717	"DY"	"17-Sep-19"	2	"nademo"	1	NA	NA	""	"190830_0082S12_ch1"	38	116.999	117.92	NA	NA	"pairs/nademo_c123_1.wav"	"0,101555712"	2	"1"	"first"	55	"yes"	7	"B"	NA	"k c123"	"not_found"	"yes"	8	"3a"	20190830	"end 15:04"	"190830_0082S12"	"names"	""	"lots of artifactsѕ; not for acoustic ana"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7.9	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c91"	"nademo 21"	736	"DY"	"17-Sep-19"	21	"nademo"	1	NA	NA	""	"180102_0046S12_ch1"	66	390.984	391.92	NA	NA	"pairs/nademo_c91_1.wav"	"0,840329702"	21	"1"	"first"	22	"yes"	6	"G"	4	"18"	"old_familyID"	"yes"	8	"11b"	20190828	"11:47"	"180101_0046S12"	"names"	""	""	""	"in house"	"Village#2"	6.4	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c71"	"nademo 4"	719	"DY"	"17-Sep-19"	4	"nademo"	0	"lavu"	"0"	""	"190825_0022_ch1"	68	180.886	181.641	NA	NA	"pairs/nademo_c71_1.wav"	"0,127647176"	4	"1"	"first"	2	"yes"	5	"G"	4	"3"	"old_familyID"	"no"	10	"2a"	20190826	"15:40"	"190825_0022"	NA	"yes"	"sib to c72"	""	"in house"	"Village#1"	5.8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	"lavu"	"ńademo"	NA	6	"SMSSII"	6	3	0	2	5	0.833333333333333	0.166666666666667
"nademo"	"c93"	"nademo 9"	724	"DY"	"17-Sep-19"	9	"nademo"	1	NA	NA	""	"180102_0048S12_ch1"	99	311.078	312.416	NA	NA	"pairs/nademo_c93_1.wav"	"0,376079134"	9	"1"	"first"	24	"yes"	3	"G"	5	"18"	"old_familyID"	"yes"	8	"13a"	20190828	"12:08"	"180101_0048S12"	"names"	""	""	""	"in house"	"Village#2"	3.9	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c83"	"nademo 19"	734	"DY"	"17-Sep-19"	19	"nademo"	1	NA	NA	""	"180101_0038S12_ch1"	52	152.063	153.272	NA	NA	"pairs/nademo_c83_1.wav"	"0,760272752"	19	"1"	"first"	14	"yes"	6	"B"	NA	"k c83"	"not_found"	NA	NA	"7b"	20190827	"17:25"	"180101_0038S12"	"names"	""	"memorized?"	"can't find in MarisaPtcpRecruitment-Rossel20190928"	"in house"	"Village#1"	6	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c119"	"nademo 5"	720	"DY"	"17-Sep-19"	5	"nademo"	1	NA	NA	""	"190830_0078S12_ch1"	52	359.343	360.803	NA	NA	"pairs/nademo_c119_1.wav"	"0,138416155"	5	"1"	"first"	51	"yes"	7	"B"	NA	"k c119"	"not_found"	"yes"	8	"18a"	20190830	"14:28"	"190830_0078S12"	"names"	""	"intended order 18a"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c105"	"nademo 6"	721	"DY"	"17-Sep-19"	6	"nademo"	1	NA	NA	""	"190829_0061S12_ch1"	42	209.401	211.107	NA	NA	"pairs/nademo_c105_1.wav"	"0,278965366"	6	"1"	"first"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c91"	"nademo 14"	729	"DY"	"17-Sep-19"	14	"nademo"	1	NA	NA	""	"180102_0046S12_ch1"	68	396.957	398.127	NA	NA	"pairs/nademo_c91_2.wav"	"0,554989104"	14	"2"	"subsequent"	22	"yes"	6	"G"	4	"18"	"old_familyID"	"yes"	8	"11b"	20190828	"11:47"	"180101_0046S12"	"names"	""	""	""	"in house"	"Village#2"	6.4	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c78"	"nademo 8"	723	"DY"	"17-Sep-19"	8	"nademo"	1	NA	NA	""	"180101_0033S12_ch1"	54	175.245	176.445	NA	NA	"pairs/nademo_c78_1.wav"	"0,330215954"	8	"1"	"first"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c108"	"nademo 12"	727	"DY"	"17-Sep-19"	12	"nademo"	1	NA	NA	""	"190829_0064S12_ch1"	90	287.404	288.909	NA	NA	"pairs/nademo_c108_1.wav"	"0,432589568"	12	"1"	"first"	40	"yes"	7	"B"	2	"34"	"old_familyID"	"yes"	10	"17a"	20190829	"15:42"	"190829_0064S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#3"	7.5	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c112"	"nademo 20"	735	"DY"	"17-Sep-19"	20	"nademo"	1	NA	NA	""	"190830_0068S12_ch1"	56	200.066	201.07	NA	NA	"pairs/nademo_c112_1.wav"	"0,780959217"	20	"1"	"first"	44	"yes"	7	"G"	NA	"k c112"	"not_found"	"yes"	7	"9a"	20190830	"13:32"	"190830_0068S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7.4	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c73"	"nademo 3"	718	"DY"	"17-Sep-19"	3	"nademo"	0	"natemo"	"0"	""	"190825_0024_ch1"	48	195.99	197.027	NA	NA	"pairs/nademo_c73_1.wav"	"0,103615087"	3	"1"	"first"	4	"yes"	6	"G"	4	"9"	"old_familyID"	"yes"	8	"3a"	20190826	"16:06"	"190825_0024"	NA	"yes"	"sib to c74"	""	"in house"	"Village#1"	6.3	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	"natemo"	"ńademo"	NA	6	"SMSMMM"	6	2	0	0	2	0.333333333333333	0.666666666666667
"nademo"	"c95"	"nademo 13"	728	"DY"	"17-Sep-19"	13	"nademo"	1	NA	NA	""	"180102_0050S12_ch1"	56	199.488	200.659	NA	NA	"pairs/nademo_c95_1.wav"	"0,508427554"	13	"1"	"first"	26	"yes"	5	"B"	1	"39"	"old_familyID"	"yes"	8	"12b"	20190828	"12:27"	"180101_0050S12"	"names"	""	""	""	"in house"	"Village#2"	5.1	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c71"	"nademo 16"	731	"DY"	"17-Sep-19"	16	"nademo"	0	"navu--u"	"0"	""	"190825_0022_ch1"	69	181.641	182.647	NA	NA	"pairs/nademo_c71_2.wav"	"0,567642891"	16	"2"	"subsequent"	2	"yes"	5	"G"	4	"3"	"old_familyID"	"no"	10	"2a"	20190826	"15:40"	"190825_0022"	NA	"yes"	"sib to c72"	""	"in house"	"Village#1"	5.8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	"navu"	"ńademo"	1	6	"SMSSII"	6	3	0	2	5	0.833333333333333	0.166666666666667
"nademo"	"c77"	"nademo 1"	716	"DY"	"17-Sep-19"	1	"nademo"	1	NA	NA	""	"180101_0032S12_ch1"	38	102.985	104.088	NA	NA	"pairs/nademo_c77_1.wav"	"0,039833028"	1	"1"	"first"	8	"yes"	7	"B"	5	"11"	"old_familyID"	"yes"	6	"4b"	20190827	""	"180101_0032S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	7.8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c85"	"nademo 18"	733	"DY"	"17-Sep-19"	18	"nademo"	1	NA	NA	""	"180102_0040S12_ch1"	46	309.135	310.372	NA	NA	"pairs/nademo_c85_1.wav"	"0,691329789"	18	"1"	"first"	16	"yes"	6	"B"	4	"23"	"old_familyID"	"yes"	6	"8b"	20190828	""	"180101_0040S12"	"names"	""	""	""	"in house"	"Village#2"	6.1	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	NA	"ńademo"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nademo"	"c71"	"nademo 17"	732	"DY"	"17-Sep-19"	17	"nademo"	0	"loudî"	"English: loud"	""	"190825_0022_ch1"	71	188.48	189.204	NA	NA	"pairs/nademo_c71_3.wav"	"0,656418056"	17	"3"	"subsequent"	2	"yes"	5	"G"	4	"3"	"old_familyID"	"no"	10	"2a"	20190826	"15:40"	"190825_0022"	NA	"yes"	"sib to c72"	""	"in house"	"Village#1"	5.8	"3"	"ńademo"	"næṭɛmɔ"	"ń"	"a"	"d"	"e"	"m"	"o"	NA	NA	46	-3.90516834956139	-3.58781889054649	"loud8"	"ńademo"	NA	6	"SSDMSII"	7	3	1	2	6	0.857142857142857	0.142857142857143
"nayeki"	"c123"	"nayeki 5"	744	"DY"	"17-Sep-19"	5	"nayeki"	1	NA	NA	""	"190830_0082S12_ch1"	46	132.553	133.696	NA	NA	"pairs/nayeki_c123_1.wav"	"0,179989663"	5	"1"	"first"	55	"yes"	7	"B"	NA	"k c123"	"not_found"	"yes"	8	"3a"	20190830	"end 15:04"	"190830_0082S12"	"names"	""	"lots of artifactsѕ; not for acoustic ana"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7.9	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c70"	"nayeki 10"	749	"DY"	"17-Sep-19"	10	"nayeki"	1	NA	NA	""	"190825_0021_ch1"	64	360.686	362.007	NA	NA	"pairs/nayeki_c70_2.wav"	"0,2812455"	10	"2"	"subsequent"	1	"yes"	5	"G"	2	"2"	"old_familyID"	"yes"	8	"1a"	20190826	"15:28"	"190825_0021"	NA	"yes"	""	""	"under house (in public)"	"Village#1"	5.2	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c70"	"nayeki 3"	742	"DY"	"17-Sep-19"	3	"nayeki"	1	NA	NA	""	"190825_0021_ch1"	62	352.504	353.888	NA	NA	"pairs/nayeki_c70_1.wav"	"0,06009321"	3	"1"	"first"	1	"yes"	5	"G"	2	"2"	"old_familyID"	"yes"	8	"1a"	20190826	"15:28"	"190825_0021"	NA	"yes"	""	""	"under house (in public)"	"Village#1"	5.2	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c111"	"nayeki 8"	747	"DY"	"17-Sep-19"	8	"nayeki"	1	NA	NA	""	"190830_0067S12_ch1"	52	175.404	176.574	NA	NA	"pairs/nayeki_c111_1.wav"	"0,233813949"	8	"1"	"first"	43	"yes"	9	"B"	NA	"k c111"	"not_found"	"yes"	10	"1a"	20190830	"13:28"	"190830_0067S12"	"names"	""	""	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	9.5	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c115"	"nayeki 23"	762	"DY"	"17-Sep-19"	23	"nayeki"	1	NA	NA	""	"190830_0071S12_ch1"	62	265.956	266.96	NA	NA	"pairs/nayeki_c115_1.wav"	"0,902698212"	23	"1"	"first"	47	"yes"	7	"B"	NA	"k c115"	"not_found"	"yes"	8	"19a"	20190830	"13:52"	"190830_0071S12"	"names"	""	"EE last word not played"	""	"on veranda (semi-public, small audience, included other children tested)"	"Village#4"	7	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c76"	"nayeki 26"	765	"DY"	"17-Sep-19"	26	"nayeki"	1	NA	NA	""	"180101_0031S12_left"	58	206.679	208.227	NA	NA	"pairs/nayeki_c76_1.wav"	"0,983670055"	26	"1"	"first"	7	"yes"	10	"G"	4	"11"	"old_familyID"	"yes"	6	"4a"	20190827	""	"180101_0031S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	10.2	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c81"	"nayeki 2"	741	"DY"	"17-Sep-19"	2	"nayeki"	1	NA	NA	""	"180101_0036S12_ch1"	75	296.238	297.499	NA	NA	"pairs/nayeki_c81_1.wav"	"0,052224551"	2	"1"	"first"	12	"yes"	9	"G"	2	"17"	"old_familyID"	"no"	6	"6b"	20190827	"17:12"	"180101_0036S12"	NA	"yes"	""	""	"on veranda (in public)"	"Village#1"	9.1	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
"nayeki"	"c105"	"nayeki 24"	763	"DY"	"17-Sep-19"	24	"nayeki"	1	NA	NA	""	"190829_0061S12_ch1"	48	222.833	224.371	NA	NA	"pairs/nayeki_c105_1.wav"	"0,91368898"	24	"1"	"first"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"ńayeki"	"næjɛki"	"ń"	"a"	"y"	"e"	"k"	"i"	NA	NA	65.6666666666667	-3.86902117686817	-3.68968412711952	NA	"ńayeki"	NA	6	"MMMMMM"	6	NA	NA	NA	NA	0	1
